ID,LOCATION,NAME,IMAGE
9669466,"59.859055,17.639945",Endrogynen,https://lh6.ggpht.com/vDPYhT9p5Cxevp-LFDOmBWIBLmFXZ_9uVxS8xgzelDskeTl7S5_9w8HCpuU_TEmDCk6MK9Qc7vmsUg1b_B8
9669223,"59.868772,17.667979",Salabackekyrkan,https://lh5.ggpht.com/oxBAwokpJibh3WwmKMgLgZe4SCumPTF5n0LXKI5brF-qmX8BshChEnDZ2tXNpXi3Orr9y-dglxcg1VMZFkaL
3690194,"59.830703,17.634413",SEB USIF Arena,https://lh3.ggpht.com/aREM6ehjymKmzHvVMvRdXW-clsqezblWA845yVGgBt2QrXoUMPCMTe0b5Sc2b0wbxpHUUITtfnUrbad2Q2SElQ
45058773,"59.723932,17.804012",Särstabadet,https://lh4.ggpht.com/70fkVBThqUlKkQ-CPCbb7ezxw72tr_lMvNKEHh1YxWINeiDKie6n7jHqJD5gplBndbIxH-wLv7anHVkLzXDx
806944,"60.182712,17.157455",Östervåla Hembygdsgård,https://lh6.ggpht.com/e2LVRfnPsciwyvjrleutfKfp0fXUGIP0pdQrU4C7DF1NpziGm2xHuvFXJeuMNURlPxhk34_AD2nKr4QI-Xcr
34177888,"59.575875,17.514861",Åkerbergs Kvarn Sign,https://lh3.ggpht.com/Gd5AcN_Ar-PWZq0qEUHrz8BQoxv6FQCIeUj_4CnYVKixsdNj0xjFVN0LQWios0gwTtVMqsSdYDCsaafSRKvU
787543,"59.875108,17.675441",Uppsala Stads Gräns,https://lh3.ggpht.com/meFsHxLU9y7sEZbivT9DCggBLyQyWPdwSBryqQ27frYF_AEXjjz2yV-5jJJyWH2452JBlmjO80swd2JhnxU4
9670247,"59.86591,17.64142",Enter to Play,https://lh5.ggpht.com/61XCOoYFYVDTP_JZHRggXzztOjuhypgFds4QdzLrPVC0WDwdbu5URDa4Hg4qK6f9iGkqA43gaWPOrKyAj2o
34177887,"59.578132,17.514604",Spela Tennis,https://lh6.ggpht.com/gYVOJjKCzgWSLbfXplI-XWr1LFmmtWs5vK9M8veodvlsOLnoYrvrIvaW9GFVhPEchPSWZ9pFSScZPrT2LtwH
9670244,"59.863559,17.645396",PaRad,https://lh4.ggpht.com/E-3FTgJ0E2t4In0vLmV7ouoVOlqfK5jgfyTmoiCStQV731B5qRIUZRpNDvQ7IhIIt_MaX7MKWT_H5xAQo_oY
9670245,"59.868208,17.641969",Lekplatsen vid Djäknegatans höghus,https://lh6.ggpht.com/3mcFpuh5Ejr3eDGd8tYBI-JnNGEJzhB2u9k8FaJ1wXRAPz3QR98iAIPQ-dByHnkEuTQwnXl39pZzFKLcST1i
79927,"59.933027,16.962445",Salaortens Lantmannaförening,https://lh4.ggpht.com/-Yd5L0UsNxvcq0C1_-ynoUjPoLy_WdhFtK0-G0bThiMOJQIDjG_5HjbtfqpJY52nlkiAsoHA7_x11RJ5dRU
34177880,"59.565501,17.529912",Wooden Fire Truck,https://lh4.ggpht.com/ZYRJ1dLYib4TJ03ZwUxGpQWGmdf2_voc8lJ_Pw-rb6ltPoSC0HImN-ZhXC1YpSJi-f-khQ_IX7Hwgf7ZTMk
9669219,"59.86549,17.668827",Flora by Axel Wallenberg,https://lh6.ggpht.com/8oUaPpOFxiRMgx1K-H9toXaOBWx1Cky81UHpTpijtB4FpQItOtcTRzrJXRCQCiFHjXY5OoGbAY8Wv-HC0Hjh
49074281,"60.383856,17.238924",Klockan På Storgatan I Söderfors,https://lh4.ggpht.com/h3rvEOG_bv-nsw4YFJ8rc7sNkVqVxOp3f5TXWt_PjDHWL40FB3FRfOe8B7uCTxBq6VN-z6HsD8g-CqETBXqTog
49317751,"59.938006,16.86243",Centrumkyrkan,https://lh4.ggpht.com/bjgCUtEFl4fivJb05X3TV7oBc-LhnVTe1DALNmcKfs3wcO4ghQzICWJZCRKzzc7yP0o-_0cbB0iFlUvbXdEJ
49074282,"60.392108,17.238418",Söderfors Vattentorn,https://lh3.googleusercontent.com/BK0rM9GbSGXX7OUzP_hmhCTkRyK0vSSSKCxCQWE4TKmW-X9gekJ0shQzVBE8dhGAPGtqSPP_kfTs7QKLxub_
49515939,"59.553656,17.257854",Lillkyrka Fornstig,https://lh6.ggpht.com/NrCGjhydRArhBh0spAvdXSLtk7w3vkNhjUiFg_5b_1Bw0EuPuy-Mb5fqK7PKkBOIebppezXUL4EfUa6TPFLu
3690097,"59.81031,17.623345",Ugglorna,https://lh3.googleusercontent.com/9kAmo7u0T7xynl3ClbkOBMkgfYJAHHTeLQ2aGgb6oua62WcO1NKLSu8B89BANVo4vE06p0HuyqWw9gznuiP21g
9669203,"59.854762,17.616783",Ridderskap,https://lh5.ggpht.com/me5BwTZZ85ftQ5ydyx3KZE-dN8WyJwN3Hc6d0HD5MKXYt2-V5ui4JlLzRZWYtJsYeD2iVuIYtane1ZjNdwTo
130501,"59.941747,17.423349",Jumkilsvandringen,https://lh4.ggpht.com/U9sEScTjT_ypAzJn_UpcDfHWTPvpsG6x8rirSWItRf1I0OCeCJ7rcgFJ9y9590RuxHEIgnPy5CeL9HwVdoL1
49357337,"60.632856,17.408019",Skepp i Fönster På Folkan Skutskär,https://lh4.ggpht.com/LH-cSe-NQ2tdotkYc6QorTSvPuVVlvYa0jV7zjYccX-q28BwzwTv0fB_nHxM_Fojuo7Jgo0qhMO0QkRfGlYq
12012525,"59.857355,17.570846",Vattentrappan,https://lh4.ggpht.com/uXAJDFYiqR1hdvzmKw5YjMM0bY-rJiWMOw_C1rxz8k9Xu33wQuPKuFzT6hQziw2AEd2uKAdohZs3SowncZqN
9669201,"59.853712,17.614666",Sankt Ansgars,https://lh3.ggpht.com/rlSk9jEXe_lRHL9M-1gMc0YQViOrOZcuFLeVTWpQ2mzSbQXg_seBVPKAUxvQ6mbWyghuYRLLaYQHgo90-lIUsQ
3690092,"59.81001,17.624385",Kissing,https://lh4.ggpht.com/0UvDA7ybyRMXwyHm82ELs9HG7l0IrXXdurNmpPQHAO_fDGPztoHmXksOnYIZacfszQkIIZYrVxp4o_dCw2QCpA
49317752,"59.935737,16.840946",Heby Vattentorn,https://lh5.ggpht.com/Lap234jF1VSvhFUBoIISLeJSWJNdh963umiKTKiGU-FRfKrtKm6Bu8kZLtGy0SR-EgAAaSvxRqggMz1uJzYi
620987,"59.87396,17.637963",Uppsala Mosque,https://lh4.ggpht.com/CGfwXzGFo6kBw0aO8BzCfKVViYw4Y5uWYR9uMVSpjhW-JVSlazIXV5jDNIuw7av4-5ayIs6XhTRQ-nEMBKw8
9670027,"59.853852,17.62705",Staty utanför Svedbergs Laboratoriet,https://lh5.ggpht.com/FCQUXuX74CHLMOgBlulfNuMP_f9AMj0i61a34VZwRMMLJ_LBlvaK-knfsipMp0uNsBwr8g_W1tObZTsmoRw
9670145,"59.858694,17.644962",Welcome Home,https://lh6.ggpht.com/W1Yfw0Y9Ips7HKEVQ-2aojM9u0UtmDwQQwGuh9-c_ABQzYe0HxhF46PuuvNmz04ho40P51HSUkFBqIRBrEY
45058759,"59.711206,17.799159",Runsten Knivsta,https://lh4.ggpht.com/Nz_TKOuU_JbZWYyu-o-NmM13hQyniuAoA6RqE3lNB3ay2XQcDPPSc771qJzqYxcxFOPib-CXq8xTGl-Re6SV
34177860,"59.574885,17.517171",Gulfmacken Sign,https://lh5.ggpht.com/WJl_L9VFf9P2Aa_bkgVvJwgLvkSLJzs8LMCK90rX7Fbb2GPcORdLs4tN7si6XX0nRY_1o1ccFGhpsiA9D4XW
12012977,"59.890972,17.623259",Kärlekspärlorna,https://lh3.ggpht.com/Iou6Zs-eqr5VWIE5MjuIAR7xNRENm8IrT3DD9uij1PlxiXuu4ItaVEks8FjsDM5UWN3wujTXpwvGE7AQ0oaP
9669273,"59.853776,17.635218",Uppsala Slott,https://lh4.ggpht.com/30btr4WlgdNf4ANV0eEzfT88RMRno9hfb6dTngU9Y89Bioqz4uyL_iJhM94kI856_vYq7YWqDFbiPSAAwE0mKQ
12011892,"59.898059,17.628177",Landskapet och människorna,https://lh3.ggpht.com/8qo1NN5WjiifLouUlon9YMPUdJB51knz_2R8mnL1GgEaU5M8FLF1yUEcEitbWKmn3hvz7C5V7wGVay3va9o
12011896,"59.876763,17.673208",Mehrad Khosravani,https://lh6.ggpht.com/8N0V3ZUVuuWM1YW0RybB73hgeid-7CrR0bFJrumSF1qWXjnAYg51uy-U88VoKEF_6A3Hcglua0drEOVM3UY
12011895,"59.877985,17.667361",Varför,https://lh3.ggpht.com/YohxY8p5ZZsTLIMsIMWm7-_gufR0FYm1s8v2LAHdg3QMb-y89QSlKZ6sO_vfgceAZHbFlPYMP-x_DY-qOI8U
12012983,"59.887753,17.6223",Rose on Top,https://lh3.ggpht.com/P-LykI5StZ2sEJQujsG2G9X_NG5fP8jmy_-l5bINLMods1lH_tWzktJ2QMRzhCIliIXNQ6OO7x103N25_rGw
9669383,"59.852837,17.630786",Fontänen i Botaniska Trädgården,https://lh3.ggpht.com/u2YOGY9FfNuCfmWr_zH74ujcwDXxmImzbxP_7BxZdHhtt0ct6wWmKSFT9ouKMGEPU3OAJFgZvndVGwbgivok
49515943,"59.5526,17.261024",Olika Gravar,https://lh4.ggpht.com/iHNVp3nBwd_ki8fXGYDlEYOROiQL6U_zK9cQCPgqe3R7wiQnr2eCBie53AEGQOS2WRruF2YMIQU4tvxXVoxL
49515944,"59.573431,17.323422",Lötgården,https://lh3.ggpht.com/Bi6EyeBLrLYYUwpz0CgS1K2LKp8ZkekMYX9wbNsiw7ZOepQ_seaW6XXSokZWgtEm2Oxy4vZj_gMd2RxITCqL
49515940,"59.550005,17.257099",Lillkyrkas Fornminnesområde,https://lh4.ggpht.com/BHOMxkL4JDQfYFaP2rz7XtJciZFZknmv3wZDUcXb3y3QNeC73XW606aUzbrjiPamh7-QHqdpvF6LxDxfXKZk
49515941,"59.554893,17.254671",Utveckling Mot Odlad Mark,https://lh3.ggpht.com/uTvW_ZriaW53OhNflZ1ZWkX2gR5QvDkdIVCDRU-CPhgyr-03uUg2gVcWyUBoe1w49KymQuwMoq3tKk-RlncY
49515942,"59.561479,17.249436",Lillkyrka Old Tower,https://lh4.ggpht.com/2L6ioCC0wmJCBCpeouSU7soANvJQjNVGNZ15UJhHVZZYA5kfneGKO0wqiKa89mqAoP-zChWjfGewA4okktA7
3689913,"59.842931,17.617841",Stadsskogen Gläntan,https://lh6.ggpht.com/lbzpLmMqz8uFGfz2YcTFE39ixDhfK1RxC5np0YUnBbcC3ilbCqh5AIPYNdUvp8h-qk3x3vcpbBfpjwng4cL0hA
9670206,"59.854878,17.65065",Lindvalls Kaffe,https://lh6.ggpht.com/FqxdZvNvl2uOmnKR_eDh_c5CMzfQbZJuO2ocMGRRO6AAC9WLXmysnKicF42rEGgc0jfBSrUrzto_XuUkcA6S
9669496,"59.858098,17.632567",Cathedral of Uppsala,https://lh4.ggpht.com/VLaywkaz2odJkLt-ZpqLtbkPAaw80N7oN3ySfMdXYQj_YeI5WYluFtlHwU-H9lFgGdlhf3_ERdKqWz1mim1BZQ
335487,"59.874535,17.74398",Skölsta Station,https://lh5.ggpht.com/EBYs0pc6JdT5ZVLHhm1DCY9SDmF5RPJgK1BIZqNQeVsJxSZa89BWzP_nH7Wgm1FlkqEWFPLKAIxymKMBVtvW
12011996,"59.873976,17.651605",Speleman,https://lh5.ggpht.com/h23hqIADrSPVaTOcIWqGCNbldVpQi3uFlNwp_sWpCRLOKAO5uUa8lPoFznpXKos3lQzEpfA0JNkTrh0Mr9oN
12011994,"59.871374,17.65732",Red Sculpture,https://lh6.ggpht.com/QtmkXuNCSaOB-UO5-Tk63011S8rCMABdezzc7HNAoZzEV7G9x1qXxEyVyDjzxuqk8b0rcPnpSsbxqDMhaW8
3689905,"59.843656,17.620588",Stadsskogen Vattentorn,https://lh5.ggpht.com/63v8oSuFBslKPSDK3hcTjqbPFtlPfnVmXIfFnI02f33f0Ix4yk06Dbe77XPwPePbChnFWoUw_HvyWSYPDU0rEQ
12011999,"59.872686,17.65348",Mosaic Cubelet,https://lh5.ggpht.com/00rzFByURRu-PZlToAh6TPh346YFfvR8lfzOocwYxswr08IYreQxuCuROjppUfJktNVUk4a3QwbRsh3Q0wX1WA
12012966,"59.888971,17.599477",JA 37 Viggen,https://lh4.ggpht.com/XKXafW5GRkl_fqMeFu6IGA4zx2Qnb0kIqktmGhnEC6xbHrez_Vii7MxSFOoKYh0eDTTx09FaFG-Vfv8ITv-1
12012603,"59.858428,17.690457",Livets Ord,https://lh6.ggpht.com/uR_KWN5WZ9J_ZefgYnzmyKTKsQb9UPPqmMi3Zi5oXkdfQRt0UnT4zmmgYL2cBZDMj36kiaFHfEpyJwaQemw
3689909,"59.84481,17.624731",Kåboängen,https://lh6.ggpht.com/J8snq13LgdLIqRxoV5CSIWnXo-g49wiOabuMCYOUTPVOw3O8pgxQKNABFFzbI3RuxEVb37o-YbQqlFbHnQyVeA
12012607,"59.854842,17.686853",Shurgard,https://lh4.ggpht.com/4cBY-gEV-fvxVI_XNLBTAPkGyAytgKZVQGlv5AnnYBV1HCew7OjbvT21kLD2qsCJDHZFEL-Yn66zvWg4yZY
681173,"60.627655,17.413662",Minnessten,https://lh3.ggpht.com/veiqIUy-eM8OW14VsnAMdb0VnVuy6sVgKuY6gmRnoDkQXISOSwTXhD44ImQqvw9rr-wVM9fhuxQX8N54rv94Kg
930102,"59.948102,17.876914",Fontän På Kyrkogården,https://lh4.ggpht.com/gy7h-U52L6VsM1ICaYLW4fY8-D9O-I8G57ZlY8Wfia8deZVQKXdJyhPfC3uIDJcoz-8avQRGJ7d10JLoDWNU
9670101,"59.858494,17.645537",Näckens Polska,https://lh6.ggpht.com/dkCcNo9KXThbyxEXDA9UgcEXX1ngjlG0eb-qe2VAbXkdvJLBZL5hkkevQwVA5YvzF8hC6Ha5mNtDwkTgnNDgqw
4897524949461930,"60.371299,18.15411",Charlottas Skola forsmarks Bruk,https://lh4.ggpht.com/nbEHr8ov-86n2ZSVk5spCu7-yvfYvx4K_KetcKDgrH6168wNrFTisMUYmUUjPY0DpmVPNObINzDeT7X12pw
49461931,"60.372108,18.159834",Forsmarks Kyrka,https://lh5.ggpht.com/HT1emKRFNAwGiBs1vLkWaOHKmUtzSlT25XV7r3kH2a4Xp_6eF24XL1y0D74RWpU85UUzpdVSH5_T5HDsRRq3
53938,"60.226279,17.706301",Örbyhuskyrka,https://lh6.ggpht.com/VpBG8Nyys8HsOO3BnpgYQeVlVGu-m0lMUZ-8g-we3q-vBoTxVyP84cNSwaunTrSrisEsoNn41bXSlgg1QPQ
3690129,"59.817256,17.688034",Fire truck playground,https://lh5.ggpht.com/5cRL61V5NUk66I6mzGFKXqYBKIPo6-yDxvL1Rxph0gKioAdeV55bUlOorxCopSqXSnH_YjOsNhos1oXR3Dw
49020480,"59.625359,17.256728",Grillby Järnvägsstation,https://lh4.ggpht.com/19-eRiG147rnWWkmnKwNuY-38TeEJLY79OxWlcOCRotU4nR6XqCmMK8kXqH9jM6wgL1YIpJAB1M5ROXuT5xO
3690003,"59.850563,17.558607",Svart Klot,https://lh6.ggpht.com/liqy9TDUscT91z739J9GqcmS4duROvdUByQzw6GyiZqJRibcbnOqj3n-iFje1n_8zRGV1rBMdDlKgugnjTo
49020481,"59.662055,17.354518",Hjälstaviken entre Husby-Sjutolft,https://lh3.ggpht.com/95WJSRMvI_Hzc-epfiKt_hXrPNqLfbeea4K4NKuHTZvrU0riITwPEIa7C83PtqxeobNJN6IfwbU_M1YPbO8I
3690123,"59.798224,17.655978",Sunnerstakyrkan,https://lh3.ggpht.com/LZRncwh1c2drxQtd5fr7TA3YjEmnyTedJIGT4TfnOV0SrGGOUOqOBmRIuKqWmW4wEicVSNJjvRTm2kPWtyIO
3690365,"59.832982,17.744486",Danmarks Kyrka,https://lh3.ggpht.com/Qv3EYHL0vQCOI-bO3LcG8VbANSAY7R9zw_dmpT0vN7LmQH9Tdc50rweQlXkt9LrHsTLcRxNJ3gpg20c7djqR
3690244,"59.844276,17.689476",Suspended Cube,https://lh6.ggpht.com/9WX5fl1Zen4VP-NuuksuelyJovrbhwou6xcB5Y_LSRTwAZk-DHlUcB1JfOQIw1UKoo2NgMv8DIGnBU7uEro
3690368,"59.840979,17.602323",Rosa Fontana,https://lh5.ggpht.com/9nJ1RVm3N3mG-ax-fpQqcTVuo3gpf47Y4B-nGjtRIulJDDjKaFeLx95uqzhLFbMnaDQetZ93v8Ga0m397yA
3690001,"59.85136,17.555919",Mural in Stenhagen,https://lh3.ggpht.com/usVE5hXVMkhyMG7i1w9Fu_0E36c5z1KMyXdKk922r6MmjL901LCxjjqfRklrNI-GM40PQbaZb6PboZswpLQU
3690121,"59.796865,17.662233",Vad Är Ett Barr,https://lh3.ggpht.com/uOWY1Odr7ScNbawplApEzdkWLrLOprAwRGpFHbQgeoTJSo0YS-oBX77ZdYgFWx9s5_GMwY31iT6KJw7jdkU
245897,"59.946166,17.528961",Bälinge Kyrka,https://lh3.ggpht.com/aGi9zHNcp1Ndy7Rj_VQk2cKb1nazgONQ8k3xcyhgCjDg1nueuaCYFsEKqN8JLAFPBNAw6NYIJrD7YlVy5uAh
3690242,"59.845266,17.692193",The Giant Card,https://lh3.googleusercontent.com/uWRE6AJca9rG1TTBDD_NX_zjcS4CdQw0Lepdlb1j-3B0I2cVpg8rKSXY-_MY0dw3RT1RsW8W_5_6-mHEj2Q
9669199,"59.856317,17.611684",Advent Kyrkan,https://lh6.ggpht.com/rz0FnRioSHmS1sLUR9caSzbN1iPhuvThRwcucupnDBppbhbWGNeHJrc1l0JBhAhixUZWiUbn7loq-vQ0yaY
12011847,"59.898727,17.630633",Östhögen,https://lh3.ggpht.com/vkXV1F5Q6rwpmsV9TnbAWmOuP-uHQvAZeqFnEZdWFaNROFP6ubjHduelmIJrGAUUuOEiGTvDv_qHUCMF2AU
49494850,"59.721005,17.429361",Fittja Church,https://lh6.ggpht.com/9fmLg-MFz4lIkY7bXUby93tFuvmmvS1fcsZ-SHR79Q8WtUtu76aHGl9EgMVDKppi1r2bwpyfelaT-xn36XA
49089357,"60.163155,17.600924",Södra stigluckan,https://lh5.ggpht.com/OkEYL_tN1L6VTNAdM64Hgohkj7Y93ZopWANmtrYvh9hQB5gFHGVT9DxDu7zCExETIFIzLG8CbVWBqQ-_HI_P
49494851,"59.763448,17.422561",Balingsta Runsten,https://lh4.ggpht.com/fUYgvgWIwrCBe3ozaZc479eds7OQpK2ztiVEXQo67ouin53RB2HHUQdElPg6tFcSgsUU7xZxdTIlMlsUEtd3
34177912,"59.569733,17.528648",Äppeltanten Sign,https://lh4.ggpht.com/xUPT1wmmtlLDV4VeWyezN9BjlPqqDEmZC-sXZiU3cTKQO1DYP30pp3gjmI7vuvGJ3606-pwdia9y93z9cOL6
9670075,"59.863086,17.620124",Elisabethsjukhuset,https://lh3.ggpht.com/R65_LSzfmciYejg8KLJ8v8DvnlaXM6nC01g5y4L_1EVkT6ZOI0VFEVnYqsSGuZ9SWBAFI8DFU1grAm_1V8bQ
3690358,"59.849474,17.58332",Whale Mural,https://lh5.ggpht.com/06RmnnbIQibS5LZ4J3JVDjA_yxH720rzRG5EjO9Rdgz8sOy0U2fqovX0yzsC3kSAS7BIpCO7nay3R4JjKEGE
3690239,"59.846118,17.691653",Cows,https://lh6.ggpht.com/lJm6Ej3Hi6ghN21NksJ5VO8gbs4DWwwFmNPtHhrMaLGz_AYSjKpCnXny74AIhlVZVchTRh27Quv5xGdzNuRx
3690118,"59.811654,17.661935",Silvikum,https://lh5.ggpht.com/1XHq8zoDrCUQpDx9N04Pgm5qB3iy-tK1pcZFpRHuYcCO0KyZUgvDTG5-NLyxjxSTTaWUVJ22T7a13Gss-zhfvw
49494849,"59.736208,17.461724",Wiks Slott,https://lh3.googleusercontent.com/OsNRQ5uDZ4rTb7-eF3wiHv_GlAsGeC0b4qYr8_lgFNGHhrPG8zHdBYAI1HqLdIbWXRs3bd2IotP3GT16r-0
12011858,"59.897539,17.635099",Norra Uplands Skvadron,https://lh5.ggpht.com/rVHjHgPbbEbnOJFc_t032_ODUim48YwDbvPuDxQ1uT6FbvmDUG4IU9tpBlHhy8PCmpsmEElTGhmi1MEhg64
20389839,"60.153815,16.920343",Tärnsjö Kyrka,https://lh5.ggpht.com/qIicrvw56NOtdpb2x19hcxWNC6Ki6b_zmpSzh4-a2TFP6RI6-z4TmAZtKrzuPt3749VF2FW2ydpQBl0mxaAU
44220813,"59.611357,17.141035",Övre Rickeby,https://lh3.ggpht.com/6iGUuzmKoalVcUA6cCvzR0q2D2OXaVOhiB5v8EMMEp_T4xkXicjSx-mNLgTQcWS3AvT9C3jF6W4gRdqARcQ
44220817,"59.603375,17.166646",Brandskogsskeppet,https://lh6.ggpht.com/10MZv7B9p9DDtqQEOg4u1occ-Us0Ktl5Z400lH6KR_-V21R8af3HYlNweKPfrH2tisRloUeearACOV8ldR8
44220815,"59.61119,17.144025",Rickeby Fornlämning 298,https://lh5.ggpht.com/eZBr7E5mxmfHRatwSVi00ErWpsoluz-5OoC5Rbe2GdarjwA5TmHc8at3DVEnqACI0hSqEVr8CGu5rGbAtWHg
12011823,"59.878349,17.646883",Lötenkyrkans Klocktorn,https://lh5.ggpht.com/tg1YlRfuwG-5rvpFn2rxFhZjGcWf_xpZdmX78PVKuxxDi0smWaSBdaXSH7kLrTXCBH1s9NA67tP5GVIZD6Y
3690023,"59.750849,17.789359",The Wooden Man,https://lh6.ggpht.com/VrqvAa0RWEMKeNS_zqmeAUEpYdDZ-w2cjAm4jZNtPP5Nlk38E9k9PiwIUWgGUCV3RTVpO3e4kfRzgzIXAMbS
3690143,"59.817607,17.612025",Pattons Hage,https://lh4.ggpht.com/KxEKMZKFjn0p7VLjxAJZN0snm5qu7vhl1QI6xEPI5JOTkz31mjwDJeAooifpy9ldA7w-KLqqtzcRSdRb3ma0
3690264,"59.839121,17.648262",Betongplatta med tillfällighet,https://lh6.ggpht.com/UhZf5ZDuMLl3wUJVliIwn-GW1ypWHLErlRxt6C3H8QEFrpa4OsZiiJgDri7oVZX8ZznA4RwclbJaxbnOmj6eJg
9669297,"59.857116,17.628846",Befrielsen,https://lh3.googleusercontent.com/WNvsSZB8mMWteFmvcD3JYbZVecvCxxVl_QuC1HI28WpivBRt7zcAl2wkc5Cr3neLs3Pvz00GCpAThsbYvKk
12011826,"59.87794,17.641837",Supergungan Brf Ling,https://lh4.ggpht.com/h85tDpjjEHaJ1u2PqsDSTdZWgnHtg2klEROV6WU49Gjdrc7AWpmcnCQh0JRJrA7ikOgdoE0vNm_kf2FeeFNOww
9670092,"59.863468,17.61168",Odd Fellow,https://lh5.ggpht.com/RNRuGXJ2Y8N5_KGgXf9hZlVDyLfZJBcXRoPdgYT2tJ3OaW4FpDfidIgH3S3Ng2k2e9JVgnU7Ml01raQrR_g
9670090,"59.859736,17.625253",Engelbrekt,https://lh3.ggpht.com/MEW1KXPBd7KgXvwir4FIYidlIhfrXkd2vViy14lELh128o9ezLAxgfv7ZDBUtd3P2UV98g9HyL4xHUQASxY
118412,"59.909227,17.212883",Järlåsa Kyrka,https://lh4.ggpht.com/Rtn4zt0q6Wp3bXln1ncrXTkMkzQIOimp3eKpNI8l-HPLfpQMmggAHCK3-mkvD1c3nanZc8tOAk_mvFYONxc
3690259,"59.839342,17.647659",Ångströmlaboratoriet,https://lh6.ggpht.com/ejzC1HzF4qgn-mg-TYmtn5zpyQSrP5iIq2mDVQKZGWECmi80RrrYWABx_PLtvCyEMqbEwW7hPnUGjfx2N8qF
3690017,"59.84817,17.771026",Vedyxa Runsten,https://lh5.ggpht.com/OEMqYqFHMsqL_Ro0dToCN0DBDyvy7ePBmqaSIaIp4obF7kh9S-aSXNeuhmAJRZgmuUxF77-5a2MmTGrHAvM
886577,"59.706748,17.538073",Sånkan Rune Stone,https://lh6.ggpht.com/gEmfgtJ8T9Bl8bAPYS_JHxkm73b9U405MBLTDr0ci5-XIhkBtf4o2Lhl1h2Nsu-yrOe5bref0JKvzd1lvtki
44220800,"59.6346,17.075157",The lady,https://lh6.ggpht.com/xNtYqYFsuEDeQnVfeLk6mTlok8haeoNnVPyGhkse5FiSQO5lAigoKUDPVIqy8yzj1S5VFTSZRnjn_SkSG1S8
3690376,"59.848467,17.670491",Rostblomma,https://lh4.ggpht.com/Kj8g6rY-R_SXTkG8u6uEyrGCkJx6ZGd33ctLC3uX1K5zFxX7hz0DGLXuP_XWlgCJ75IiILEFGZoB9EZnuFFX
3690136,"59.78914,17.655896",Flottsundskyrkan,https://lh5.ggpht.com/Hxk5lVgYSTOLAAh0wWvpJ6nErDdZyXRkqwXODV8MXkPlTLvThBv1xmAd0WHOHcJ1g21i7hWTFy6kr3Gmk4ai
492073,"59.939034,16.856273",Västerlövsta Kyrka,https://lh6.ggpht.com/IoUPxfonyvQRflC1Hz_xHBJQpjntsKpYZ7a0JPPz28Z2fNFmkuBd8aPQKxMyljg287UGeIhpUSjsIgg9L61okQ
36518801,"59.69189,17.611297",Castle Park,https://lh3.googleusercontent.com/q4HIxnb844DL2lVlcvK4Gbwz2uv9X_wK9DVR2zSuoi-dMq0OtE2pj0r4cXbs8SgVKSpVIFSOp6p69oU6B24
49020477,"59.612379,17.277646",Villberga Kyrka,https://lh6.ggpht.com/cX-GL0I2t3DBxvFgBnXe2vMfnt8C7pdlAG7EHRFPRNGMBIFwiu61lB_QdNPXw4jU8J2HkBEk_5UA4UKOgWLV
49020478,"59.66331,17.267351",Litslena Church,https://lh5.ggpht.com/j54--PCpdwi8KJ3B5Tpy-m_dSxIRIPospLIH_OnrKHQc5cPC_euqk6FvoDTdRAM3Q5mT9ZQK4Ex-PufWQ0ei
49020479,"59.625804,17.250953",Stone Dinosaur,https://lh3.ggpht.com/Btkak2gjEvuDNbmupTAg9B9kKwa8W_5_hmQB-pehXfGro_9MF5cEcD51JA7xK-9C1_Y2cvSdS-Iobxg3S5qd
3690250,"59.838438,17.647377",RICH-speglar,https://lh3.ggpht.com/erP-Fn2hP631Vdf7vUsHTlYj2MJkUeploKJtgnCwzvdT74egG3tIXkJHOelumjWTf-gSwf4VJ_ALSDHJQdya
34177900,"59.579929,17.509434",Royal Mounted Guard Assembly Point,https://lh3.ggpht.com/s5ZPMN5T7Wa_FFBF-09psExwYFNYs-7ROc5DLRkxWD8SKR0MUCsBNOTNXpHwmUlmEwByihnYbZiJxXht-3AAIg
49461927,"60.369868,18.146174",Belisar's Temple,https://lh3.googleusercontent.com/Bj7uiPxmNlG0XBTAKplwoLvIkVVWnHvozCtuQ-qbFnDPPRDTZ2h4j3iXfm-q17YSf24cO-kjr9Gvakc0rw
49461928,"60.371564,18.150902",Opphammarn,https://lh3.googleusercontent.com/p47vq8nNi7VjYczWNjMBWVsUvNxzV__q514FcrrP6gUY-mzk7pvmi2IK6oMuTsEGrJWufHO_Aiaq82rLiBw
49461929,"60.370129,18.152934",Poseidon,https://lh3.googleusercontent.com/YHu7KXtyDzTOZOJyj4qgRICz0o_AorE2pCzalvspp2uCXcywAl4_yyK05JkTnD9AOwUsuZFujfUELCcTFNcT
3690289,"59.838613,17.6247",Valltjärn,https://lh4.ggpht.com/1yi_usBZckBHx_LPiQz5FnP5DoCyPAbkszPIizPdCSftg5JAvYBn1WDQV5oStE8Zt-r4ZM3c76IksjQZkew
3690165,"59.822757,17.682698",Årsringar,https://lh3.ggpht.com/5URyENAJ818feWnprCp949MAx4-QX5Rct3ZHVCGfWNgJgxxPaGaW6vlaf12uLh7KplmFgt39memQ8tFo_Yk
